Transaction_Amount,Transaction_Type,Device_Used,Account_Age,Credit_Score,Previous_Fraud,Day,Day_of_Week,Hour,Minute
9669.61,Withdrawal,Mobile,17,463,No,28,Tuesday,12,37
974.75,Withdrawal,POS Terminal,11,848,Yes,25,Saturday,12,1
8851.22,Deposit,POS Terminal,20,794,Yes,9,Thursday,18,57
786.49,Transfer,Web,13,536,Yes,14,Friday,0,2
9550.06,Withdrawal,ATM,16,303,No,2,Thursday,16,12
4056.43,Deposit,POS Terminal,4,780,Yes,10,Monday,4,29
3961.99,Transfer,POS Terminal,19,794,Yes,5,Sunday,10,33
6995.4,Transfer,Web,7,707,Yes,4,Tuesday,0,50
8777.99,Transfer,Web,8,642,Yes,3,Monday,8,37
1559.09,Withdrawal,Web,8,321,No,7,Tuesday,0,3
7708.32,Deposit,Mobile,7,680,No,1,Saturday,7,29
5165.53,Deposit,ATM,11,767,No,16,Thursday,23,46
6864.62,Transfer,POS Terminal,15,336,Yes,9,Thursday,9,44
1240.88,Online Payment,ATM,1,472,No,11,Saturday,18,21
1948.1,Withdrawal,Mobile,16,519,No,26,Sunday,5,45
6962.81,Withdrawal,POS Terminal,12,832,Yes,29,Wednesday,15,50
8905.69,Transfer,ATM,2,589,Yes,6,Monday,6,3
3279.47,Online Payment,Web,10,540,No,30,Thursday,13,8
7720.9,Transfer,Web,3,330,No,27,Monday,4,52
1563.32,Deposit,Mobile,1,413,No,13,Thursday,18,25
3314.84,Deposit,Web,19,457,No,9,Sunday,14,35
7349.01,Online Payment,Mobile,20,669,No,24,Friday,23,3
1082.22,Withdrawal,ATM,1,393,No,31,Friday,18,9
2934.66,Transfer,Web,15,596,Yes,2,Sunday,0,7
8418.15,Withdrawal,POS Terminal,16,672,Yes,8,Saturday,5,6
2502.76,Online Payment,Mobile,1,308,No,13,Thursday,20,21
6689.88,Withdrawal,ATM,2,644,Yes,12,Sunday,9,55
4678.46,Deposit,POS Terminal,17,442,Yes,28,Tuesday,3,44
6132.81,Deposit,POS Terminal,14,450,Yes,12,Wednesday,7,53
6079.35,Withdrawal,Web,1,458,Yes,4,Saturday,12,36
676.42,Withdrawal,POS Terminal,9,526,Yes,24,Friday,2,23
1053.61,Deposit,POS Terminal,13,589,No,2,Sunday,23,59
9719.36,Transfer,Web,13,354,No,15,Wednesday,5,3
2792.09,Withdrawal,POS Terminal,19,595,Yes,9,Thursday,19,46
7053.52,Transfer,POS Terminal,3,716,Yes,6,Thursday,11,59
5515.96,Deposit,ATM,19,429,Yes,7,Friday,15,24
2352.94,Withdrawal,Web,1,589,No,4,Tuesday,0,7
7540.61,Deposit,Web,17,623,No,26,Sunday,11,51
523.43,Transfer,POS Terminal,1,563,No,7,Tuesday,1,52
5260.31,Withdrawal,Web,2,643,No,15,Wednesday,18,20
9995.98,Deposit,Mobile,5,599,Yes,31,Friday,18,1
1890.72,Deposit,Web,12,826,No,6,Monday,0,41
2352.08,Online Payment,ATM,11,695,No,9,Thursday,12,53
2600.45,Online Payment,POS Terminal,8,423,No,14,Friday,22,20
137.01,Deposit,ATM,9,652,No,25,Saturday,13,38
5026.0,Online Payment,POS Terminal,14,492,No,13,Monday,0,26
2157.6,Transfer,Web,2,425,Yes,27,Monday,20,18
8712.62,Withdrawal,ATM,6,550,Yes,22,Wednesday,4,52
5510.88,Withdrawal,Mobile,5,713,Yes,18,Saturday,21,17
5237.2,Withdrawal,ATM,19,771,Yes,16,Thursday,19,42
4540.98,Withdrawal,Mobile,13,538,No,30,Thursday,21,18
3779.47,Transfer,Web,14,843,Yes,4,Saturday,16,18
8363.57,Online Payment,Web,18,414,Yes,20,Monday,17,2
149.54,Transfer,Web,3,375,Yes,3,Monday,23,41
488.55,Transfer,ATM,20,677,No,20,Monday,7,4
6971.2,Online Payment,ATM,12,586,No,26,Sunday,1,46
3495.37,Online Payment,POS Terminal,1,574,Yes,13,Thursday,7,38
4377.71,Transfer,Mobile,7,457,No,23,Thursday,9,7
2951.41,Transfer,Web,12,350,No,1,Saturday,20,18
995.26,Withdrawal,Web,9,812,Yes,10,Monday,23,32
5710.33,Deposit,ATM,11,713,Yes,29,Wednesday,8,39
8056.98,Deposit,Web,12,306,No,4,Tuesday,16,35
2907.9,Online Payment,Web,10,675,No,8,Saturday,11,9
977.98,Withdrawal,Web,13,414,No,14,Friday,16,59
2941.41,Transfer,Web,11,396,No,7,Tuesday,8,45
4337.85,Online Payment,Mobile,3,805,Yes,10,Monday,20,39
9227.21,Transfer,ATM,10,735,Yes,5,Sunday,2,24
9481.85,Online Payment,Mobile,11,616,No,12,Sunday,19,55
810.58,Deposit,ATM,15,612,Yes,21,Tuesday,22,8
7850.96,Withdrawal,POS Terminal,12,437,No,24,Friday,16,12
4723.65,Transfer,ATM,17,478,Yes,2,Sunday,1,21
808.49,Withdrawal,POS Terminal,18,447,Yes,3,Friday,9,47
7977.28,Transfer,POS Terminal,19,673,Yes,15,Wednesday,23,27
4864.43,Online Payment,Web,8,696,No,13,Thursday,22,38
6408.37,Transfer,Mobile,13,716,Yes,9,Sunday,21,46
4024.64,Online Payment,POS Terminal,10,659,No,24,Friday,16,5
8299.77,Online Payment,Mobile,1,820,Yes,10,Friday,11,51
8813.24,Deposit,POS Terminal,8,556,Yes,5,Sunday,12,34
9924.64,Online Payment,ATM,15,352,No,16,Thursday,9,9
7215.96,Online Payment,ATM,20,391,No,31,Friday,3,3
1361.41,Online Payment,Web,17,850,Yes,5,Wednesday,0,58
2895.84,Withdrawal,POS Terminal,13,308,No,28,Tuesday,9,40
1971.97,Withdrawal,ATM,1,718,No,7,Tuesday,4,33
9908.8,Deposit,Mobile,18,743,Yes,19,Sunday,17,40
6699.25,Transfer,POS Terminal,5,763,Yes,14,Tuesday,11,24
4922.59,Transfer,Mobile,6,619,Yes,4,Saturday,7,4
8436.66,Deposit,Web,2,842,Yes,14,Tuesday,11,29
3557.27,Withdrawal,Web,12,706,Yes,26,Sunday,12,32
7848.82,Transfer,ATM,11,475,Yes,8,Wednesday,19,46
6921.42,Transfer,POS Terminal,20,472,Yes,20,Monday,9,31
2890.48,Withdrawal,ATM,10,459,Yes,3,Friday,18,18
2424.32,Transfer,Mobile,6,704,No,8,Wednesday,2,30
4181.85,Deposit,Mobile,14,336,No,14,Friday,6,37
6542.81,Withdrawal,Web,17,421,No,9,Sunday,5,31
4796.98,Transfer,POS Terminal,5,407,No,25,Saturday,13,38
8933.95,Transfer,POS Terminal,16,366,No,6,Thursday,1,5
9498.74,Deposit,Mobile,17,764,Yes,3,Friday,7,26
7462.65,Deposit,Mobile,2,574,Yes,9,Sunday,4,55
4992.78,Online Payment,POS Terminal,5,582,No,31,Friday,10,18
1575.14,Deposit,POS Terminal,13,354,Yes,5,Wednesday,12,22
8462.45,Deposit,Web,13,650,No,13,Thursday,21,22
4719.65,Online Payment,ATM,4,415,Yes,6,Thursday,16,37
2704.34,Deposit,POS Terminal,11,776,Yes,11,Saturday,20,35
5998.7,Online Payment,ATM,20,521,Yes,19,Sunday,19,1
1204.07,Deposit,Web,2,563,Yes,21,Tuesday,18,55
3627.49,Online Payment,Web,14,359,Yes,27,Monday,14,51
519.94,Transfer,Mobile,4,404,Yes,11,Tuesday,12,50
1003.46,Withdrawal,POS Terminal,1,403,Yes,5,Wednesday,10,37
7799.43,Transfer,Mobile,9,353,Yes,12,Sunday,4,29
5037.86,Transfer,Mobile,1,694,No,19,Sunday,7,25
2519.98,Transfer,Mobile,1,460,Yes,15,Saturday,6,24
5432.19,Online Payment,ATM,17,530,Yes,1,Wednesday,21,53
7557.63,Withdrawal,POS Terminal,11,453,No,1,Saturday,19,44
7565.88,Transfer,Mobile,13,615,Yes,11,Saturday,7,4
4246.44,Transfer,POS Terminal,4,724,Yes,4,Tuesday,7,5
5236.18,Transfer,POS Terminal,1,694,Yes,14,Tuesday,0,27
9643.57,Deposit,POS Terminal,15,773,No,31,Friday,2,55
7490.46,Transfer,Mobile,9,817,Yes,29,Wednesday,7,31
9190.66,Withdrawal,POS Terminal,14,670,No,24,Friday,3,22
9342.33,Deposit,POS Terminal,5,353,No,4,Tuesday,17,53
6535.15,Withdrawal,ATM,19,375,Yes,8,Saturday,22,53
3609.27,Transfer,ATM,17,346,Yes,18,Saturday,10,0
783.5,Transfer,Web,4,713,Yes,4,Saturday,11,41
5070.95,Withdrawal,ATM,12,493,Yes,7,Tuesday,19,45
4608.41,Transfer,POS Terminal,15,442,No,14,Tuesday,22,25
4869.09,Online Payment,ATM,15,567,No,30,Thursday,16,28
9448.14,Transfer,POS Terminal,1,817,Yes,9,Thursday,11,49
5932.17,Online Payment,Mobile,20,449,No,12,Wednesday,22,9
2990.08,Deposit,Web,8,507,Yes,20,Monday,19,42
6143.49,Online Payment,Web,12,586,Yes,13,Thursday,1,18
1640.45,Online Payment,POS Terminal,6,550,Yes,11,Tuesday,11,52
1552.06,Withdrawal,Mobile,16,812,Yes,9,Sunday,14,26
6656.35,Deposit,Web,17,456,No,26,Sunday,18,41
888.42,Online Payment,ATM,10,639,No,14,Friday,17,2
4266.12,Transfer,ATM,20,795,Yes,11,Saturday,19,4
8534.12,Online Payment,ATM,7,300,Yes,31,Friday,8,6
3054.72,Deposit,Web,5,713,No,4,Tuesday,17,17
8693.42,Online Payment,ATM,14,423,Yes,16,Thursday,23,17
105.82,Online Payment,POS Terminal,5,401,No,7,Friday,15,47
6684.7,Transfer,ATM,2,548,No,29,Wednesday,17,38
9594.63,Transfer,Mobile,16,478,No,21,Tuesday,21,22
1571.93,Deposit,Web,4,848,No,7,Friday,12,4
8510.06,Online Payment,ATM,14,535,Yes,14,Tuesday,10,10
908.61,Deposit,Web,11,346,No,14,Tuesday,21,58
246.93,Withdrawal,Web,3,680,Yes,9,Sunday,15,0
3022.54,Withdrawal,Web,17,673,Yes,7,Friday,19,5
7265.83,Deposit,Mobile,16,513,Yes,14,Tuesday,2,7
8507.25,Transfer,Mobile,19,541,No,30,Thursday,0,9
9410.61,Online Payment,Web,14,520,No,26,Sunday,4,30
1997.46,Transfer,ATM,9,518,No,14,Friday,3,46
4434.53,Transfer,ATM,3,664,No,4,Tuesday,5,43
3950.26,Deposit,Mobile,18,491,Yes,28,Tuesday,2,6
5959.15,Online Payment,ATM,11,676,No,17,Friday,4,15
6491.96,Transfer,ATM,10,351,No,14,Tuesday,15,35
9948.72,Online Payment,POS Terminal,3,432,No,9,Sunday,11,26
1855.69,Online Payment,ATM,13,625,Yes,7,Friday,12,55
400.83,Withdrawal,POS Terminal,4,685,No,23,Thursday,7,45
5193.23,Transfer,Web,15,567,No,20,Monday,19,27
8606.21,Transfer,Mobile,15,472,Yes,20,Monday,20,42
1535.67,Deposit,POS Terminal,1,831,No,27,Monday,23,58
4354.02,Withdrawal,POS Terminal,14,671,Yes,1,Wednesday,23,12
54.1,Online Payment,Mobile,20,799,No,3,Friday,14,26
6316.91,Deposit,ATM,7,409,Yes,1,Wednesday,23,24
1286.61,Withdrawal,ATM,6,327,Yes,27,Monday,15,57
578.73,Withdrawal,ATM,7,757,Yes,7,Friday,7,14
2314.43,Transfer,ATM,5,493,No,22,Wednesday,14,51
3094.07,Deposit,Web,12,585,No,6,Monday,21,12
6531.42,Deposit,ATM,17,744,Yes,13,Thursday,3,52
6609.69,Withdrawal,POS Terminal,18,744,Yes,23,Thursday,4,40
14.17,Transfer,Web,14,568,Yes,11,Saturday,11,23
8309.93,Online Payment,Web,18,701,Yes,1,Saturday,10,13
3841.87,Transfer,Web,9,378,No,27,Monday,20,58
5037.73,Transfer,ATM,7,492,No,13,Thursday,1,2
7116.98,Deposit,Web,1,561,Yes,7,Friday,3,30
2205.89,Deposit,Mobile,9,438,No,5,Wednesday,6,22
5822.09,Deposit,ATM,4,312,Yes,13,Monday,1,58
2262.51,Transfer,POS Terminal,4,471,No,9,Thursday,3,15
3770.01,Withdrawal,POS Terminal,3,600,Yes,31,Friday,15,56
4405.19,Deposit,ATM,16,400,Yes,8,Saturday,9,25
2567.34,Online Payment,Mobile,1,838,Yes,9,Sunday,13,46
2069.57,Withdrawal,ATM,16,513,Yes,3,Friday,21,7
9293.79,Deposit,Web,13,389,No,6,Thursday,4,8
3827.19,Online Payment,POS Terminal,11,780,Yes,5,Sunday,16,13
9354.84,Deposit,Mobile,11,315,No,9,Thursday,8,9
6073.17,Withdrawal,POS Terminal,5,379,No,3,Friday,8,51
2732.59,Deposit,ATM,17,537,Yes,14,Friday,3,23
3726.15,Deposit,Web,3,819,No,4,Tuesday,17,46
7159.63,Withdrawal,ATM,19,749,Yes,5,Wednesday,9,57
441.46,Online Payment,ATM,20,645,Yes,1,Wednesday,3,9
141.87,Online Payment,Web,13,431,No,3,Friday,6,50
4809.71,Online Payment,Mobile,11,357,Yes,1,Wednesday,6,28
1472.97,Deposit,POS Terminal,10,314,No,19,Sunday,18,31
5630.66,Withdrawal,ATM,10,376,No,16,Sunday,5,49
4268.21,Withdrawal,POS Terminal,18,476,No,15,Saturday,16,31
1738.49,Online Payment,POS Terminal,15,354,No,6,Thursday,18,0
2840.28,Withdrawal,POS Terminal,20,815,No,20,Monday,11,40
7210.32,Online Payment,Mobile,8,692,No,28,Tuesday,11,7
4828.53,Deposit,POS Terminal,19,641,Yes,28,Tuesday,7,35
3708.53,Withdrawal,POS Terminal,11,717,Yes,11,Saturday,8,19
1489.61,Online Payment,Web,2,574,No,23,Thursday,17,51
8453.8,Withdrawal,Mobile,2,491,No,13,Thursday,22,50
207.14,Online Payment,ATM,5,570,Yes,3,Friday,0,11
9379.16,Deposit,Web,8,668,No,28,Tuesday,13,49
9836.92,Withdrawal,Mobile,8,707,Yes,27,Monday,12,45
9917.48,Withdrawal,Web,4,387,No,6,Monday,19,16
7504.37,Online Payment,POS Terminal,13,827,No,19,Sunday,14,16
2747.16,Withdrawal,POS Terminal,8,579,Yes,29,Wednesday,23,8
1416.95,Deposit,Mobile,19,486,No,2,Thursday,18,10
2259.75,Online Payment,Web,15,537,Yes,4,Saturday,12,0
6744.57,Transfer,ATM,1,732,Yes,24,Friday,2,1
1583.53,Deposit,Web,12,446,Yes,11,Saturday,15,57
6454.09,Withdrawal,Mobile,10,603,Yes,26,Sunday,13,55
7244.92,Online Payment,POS Terminal,1,800,No,11,Tuesday,2,25
966.79,Transfer,Mobile,14,791,No,18,Saturday,19,10
6357.26,Transfer,ATM,8,666,Yes,15,Wednesday,12,27
8023.22,Online Payment,Mobile,6,434,Yes,14,Friday,22,39
4996.17,Deposit,Mobile,7,435,No,19,Sunday,12,57
6944.65,Online Payment,POS Terminal,12,833,Yes,2,Sunday,9,24
3074.1,Withdrawal,ATM,19,317,Yes,1,Saturday,9,47
4751.34,Withdrawal,POS Terminal,12,333,No,2,Thursday,4,30
4327.4,Transfer,ATM,12,603,Yes,29,Wednesday,22,26
5462.38,Transfer,POS Terminal,15,631,No,5,Wednesday,17,3
3294.23,Deposit,Web,18,369,Yes,1,Wednesday,16,46
1207.74,Deposit,Mobile,14,535,Yes,18,Saturday,10,2
2372.87,Transfer,Web,10,414,No,4,Tuesday,16,11
9739.55,Withdrawal,Web,19,645,No,12,Sunday,22,9
7270.86,Withdrawal,POS Terminal,3,446,Yes,11,Saturday,1,8
2245.25,Withdrawal,Web,17,696,No,5,Sunday,14,19
704.81,Deposit,ATM,1,313,No,13,Monday,20,52
8498.54,Online Payment,POS Terminal,12,674,Yes,18,Saturday,7,43
2786.93,Online Payment,ATM,18,748,No,27,Monday,16,56
4012.97,Online Payment,Mobile,10,375,No,3,Friday,22,35
1170.99,Deposit,Mobile,9,619,Yes,12,Sunday,8,41
9838.99,Online Payment,POS Terminal,20,523,No,2,Sunday,0,19
9798.75,Online Payment,ATM,18,401,No,31,Friday,9,56
81.85,Transfer,Mobile,2,824,Yes,10,Friday,23,46
1593.44,Online Payment,POS Terminal,5,585,No,13,Monday,5,49
9422.16,Withdrawal,POS Terminal,6,495,Yes,22,Wednesday,19,19
7860.05,Withdrawal,POS Terminal,20,711,No,13,Monday,14,25
1022.86,Deposit,ATM,6,661,Yes,26,Sunday,5,32
1368.82,Withdrawal,Mobile,1,818,No,8,Wednesday,3,39
8517.48,Online Payment,POS Terminal,6,730,Yes,2,Thursday,11,56
2803.1,Online Payment,Mobile,10,827,No,19,Sunday,6,53
7163.78,Online Payment,Web,3,468,No,10,Friday,13,1
423.83,Transfer,POS Terminal,14,624,Yes,26,Sunday,20,34
1149.05,Transfer,Mobile,7,318,Yes,17,Friday,20,52
4012.11,Online Payment,ATM,5,546,Yes,28,Tuesday,10,56
320.48,Withdrawal,Mobile,1,717,Yes,4,Tuesday,18,50
7993.97,Transfer,ATM,19,485,No,14,Tuesday,22,4
6749.3,Deposit,Mobile,7,561,No,14,Tuesday,10,10
2539.98,Withdrawal,Web,20,836,Yes,26,Sunday,7,15
5685.17,Deposit,POS Terminal,12,499,Yes,11,Tuesday,13,11
6529.93,Deposit,POS Terminal,18,488,Yes,15,Saturday,0,0
1811.05,Deposit,Web,12,835,No,6,Monday,12,37
1828.98,Transfer,Web,7,784,No,24,Friday,3,8
4447.82,Deposit,Web,9,770,Yes,28,Tuesday,13,53
5173.61,Withdrawal,Web,8,677,No,12,Sunday,0,41
885.58,Withdrawal,ATM,4,453,No,16,Thursday,23,54
5635.4,Withdrawal,ATM,17,510,Yes,8,Wednesday,2,11
8582.64,Deposit,POS Terminal,19,554,Yes,27,Monday,3,35
5849.94,Transfer,POS Terminal,9,816,Yes,1,Wednesday,22,14
2454.71,Deposit,ATM,2,533,No,3,Monday,1,2
9720.68,Withdrawal,ATM,15,844,Yes,8,Wednesday,13,4
5006.12,Transfer,POS Terminal,1,452,No,19,Sunday,7,25
7879.31,Online Payment,POS Terminal,16,324,No,2,Sunday,4,4
9867.44,Withdrawal,Mobile,2,648,Yes,22,Wednesday,7,29
8993.34,Transfer,Web,10,723,Yes,1,Wednesday,10,44
325.59,Withdrawal,Web,6,393,Yes,19,Sunday,6,52
9874.35,Deposit,Web,7,330,Yes,20,Monday,6,58
3802.94,Online Payment,Mobile,16,643,Yes,14,Tuesday,13,35
6129.29,Deposit,POS Terminal,6,436,No,23,Thursday,22,7
6349.37,Withdrawal,POS Terminal,8,765,Yes,6,Thursday,11,0
4567.56,Online Payment,ATM,20,649,Yes,19,Sunday,0,31
825.52,Online Payment,POS Terminal,1,531,Yes,9,Sunday,23,44
7820.89,Transfer,ATM,5,774,Yes,1,Saturday,10,30
767.69,Online Payment,Web,4,585,No,15,Saturday,4,17
3714.57,Transfer,ATM,17,758,No,9,Thursday,1,56
703.87,Withdrawal,Web,15,675,Yes,9,Sunday,3,23
5285.86,Online Payment,Web,13,424,Yes,25,Saturday,23,16
2892.39,Withdrawal,Mobile,8,603,No,27,Monday,2,51
4645.41,Withdrawal,POS Terminal,18,831,No,10,Friday,15,14
3155.66,Deposit,ATM,18,494,No,2,Sunday,16,12
712.33,Withdrawal,Web,19,713,No,26,Sunday,23,43
7211.41,Online Payment,ATM,12,640,No,13,Thursday,18,6
922.56,Transfer,POS Terminal,17,815,No,25,Saturday,16,20
4205.78,Transfer,POS Terminal,5,374,No,7,Friday,19,20
5187.85,Withdrawal,ATM,6,560,No,30,Thursday,5,55
4185.57,Deposit,POS Terminal,10,718,No,31,Friday,7,22
893.06,Deposit,POS Terminal,6,455,Yes,28,Tuesday,13,14
460.54,Online Payment,POS Terminal,14,837,No,6,Thursday,7,12
3068.29,Transfer,ATM,2,336,Yes,15,Wednesday,6,36
4337.42,Online Payment,Web,20,841,No,4,Tuesday,23,27
8576.46,Deposit,ATM,20,422,No,7,Friday,23,28
6529.63,Withdrawal,Web,6,487,No,28,Tuesday,14,1
9493.92,Withdrawal,Mobile,2,796,Yes,4,Tuesday,3,9
517.38,Withdrawal,Mobile,13,593,Yes,9,Sunday,6,26
1513.83,Online Payment,ATM,7,509,No,8,Wednesday,10,18
457.89,Deposit,POS Terminal,13,807,Yes,25,Saturday,4,38
4483.78,Withdrawal,POS Terminal,19,844,Yes,31,Friday,10,52
4980.14,Withdrawal,Web,13,555,No,14,Friday,8,43
4731.12,Deposit,ATM,6,836,No,1,Wednesday,17,21
1495.04,Deposit,Web,9,726,Yes,30,Thursday,11,24
761.74,Transfer,Mobile,14,527,Yes,3,Friday,2,29
6162.9,Online Payment,Web,9,815,Yes,8,Saturday,6,44
6141.64,Withdrawal,Mobile,8,690,Yes,3,Friday,14,30
183.55,Online Payment,ATM,11,359,Yes,13,Thursday,19,27
8552.68,Deposit,Mobile,16,307,Yes,16,Sunday,0,27
2676.71,Online Payment,Mobile,1,305,No,15,Saturday,21,40
9545.94,Deposit,Mobile,12,837,Yes,4,Saturday,23,0
5948.33,Deposit,POS Terminal,7,466,Yes,22,Wednesday,17,35
8154.59,Transfer,Web,7,544,Yes,9,Thursday,8,10
6113.97,Online Payment,Mobile,18,623,Yes,6,Thursday,12,10
6803.21,Online Payment,Mobile,14,812,Yes,6,Monday,18,43
6568.96,Deposit,ATM,12,337,Yes,16,Thursday,14,44
6537.65,Withdrawal,POS Terminal,1,543,No,6,Monday,8,21
2772.91,Online Payment,Mobile,10,311,No,25,Saturday,21,12
8695.6,Withdrawal,Web,18,818,Yes,12,Sunday,18,27
1770.8,Transfer,ATM,3,744,No,21,Tuesday,14,28
4028.82,Transfer,Web,11,592,No,19,Sunday,12,20
3757.86,Transfer,Web,16,490,Yes,1,Saturday,12,20
6167.75,Withdrawal,Mobile,6,482,Yes,7,Friday,14,4
9289.51,Transfer,POS Terminal,11,528,Yes,6,Thursday,13,46
3798.23,Online Payment,ATM,11,360,Yes,10,Friday,11,8
9662.58,Withdrawal,Mobile,6,336,No,4,Tuesday,10,22
8786.91,Withdrawal,Web,9,766,No,5,Sunday,2,10
2854.91,Withdrawal,Mobile,20,712,Yes,28,Tuesday,6,19
9861.94,Withdrawal,Web,5,461,No,21,Tuesday,7,27
603.6,Transfer,Web,2,593,No,27,Monday,1,6
5716.15,Withdrawal,Web,20,317,Yes,6,Thursday,3,9
9368.87,Deposit,ATM,6,419,Yes,29,Wednesday,14,22
3108.19,Deposit,POS Terminal,18,512,No,9,Thursday,18,26
9696.63,Withdrawal,ATM,11,797,Yes,8,Wednesday,7,18
7744.94,Withdrawal,POS Terminal,14,679,Yes,15,Wednesday,11,27
8545.86,Withdrawal,POS Terminal,10,344,Yes,29,Wednesday,17,11
1490.41,Deposit,ATM,3,444,Yes,22,Wednesday,15,19
9087.83,Withdrawal,POS Terminal,18,437,Yes,22,Wednesday,6,31
2113.75,Transfer,POS Terminal,6,300,No,6,Thursday,7,4
5639.48,Withdrawal,ATM,2,555,No,20,Monday,14,59
7908.33,Deposit,POS Terminal,16,736,Yes,15,Saturday,0,0
2175.2,Online Payment,Mobile,16,576,No,8,Wednesday,9,41
696.7,Transfer,Mobile,13,838,Yes,24,Friday,6,52
3449.29,Online Payment,ATM,15,494,No,25,Saturday,4,25
4376.03,Online Payment,POS Terminal,20,446,No,5,Sunday,9,11
4934.43,Online Payment,ATM,19,613,No,17,Friday,4,32
430.41,Online Payment,POS Terminal,7,771,No,16,Thursday,13,4
5917.08,Withdrawal,Mobile,9,405,No,11,Saturday,13,48
3758.83,Deposit,POS Terminal,15,805,Yes,31,Friday,9,18
6224.29,Online Payment,Mobile,1,482,No,15,Saturday,9,32
9321.24,Transfer,POS Terminal,8,490,Yes,9,Thursday,16,37
3415.42,Withdrawal,POS Terminal,20,825,Yes,12,Sunday,14,17
928.0,Transfer,POS Terminal,17,802,Yes,15,Saturday,2,32
8090.82,Transfer,Web,17,743,No,16,Sunday,5,12
9400.75,Transfer,POS Terminal,3,760,Yes,25,Saturday,22,44
7262.0,Online Payment,POS Terminal,7,334,No,1,Wednesday,20,16
5364.86,Withdrawal,ATM,6,600,Yes,24,Friday,13,20
4396.82,Online Payment,ATM,6,584,Yes,8,Saturday,0,15
238.34,Transfer,Web,12,594,Yes,11,Tuesday,22,31
4073.19,Transfer,Web,5,807,No,30,Thursday,20,36
7238.81,Withdrawal,ATM,2,777,Yes,9,Sunday,2,38
6949.3,Online Payment,Web,17,620,No,5,Sunday,23,9
8587.62,Transfer,Mobile,20,581,Yes,15,Wednesday,20,7
2305.57,Withdrawal,Web,1,317,No,5,Sunday,17,29
6109.68,Online Payment,Web,3,543,No,21,Tuesday,10,16
2199.65,Transfer,POS Terminal,5,661,Yes,9,Sunday,13,1
8621.0,Withdrawal,POS Terminal,16,716,No,13,Thursday,3,38
5282.41,Transfer,Web,5,795,No,13,Thursday,19,2
2336.09,Withdrawal,Mobile,4,630,Yes,15,Saturday,7,8
5593.02,Deposit,POS Terminal,3,831,No,26,Sunday,20,49
1486.41,Transfer,Web,10,694,Yes,29,Wednesday,9,18
3319.26,Withdrawal,Web,10,368,Yes,1,Saturday,7,58
9619.97,Withdrawal,POS Terminal,14,695,No,5,Wednesday,5,34
7650.35,Online Payment,POS Terminal,16,333,Yes,5,Sunday,17,16
5805.11,Deposit,POS Terminal,17,799,Yes,8,Wednesday,14,13
7111.96,Withdrawal,Mobile,11,670,Yes,10,Friday,22,52
4893.05,Online Payment,Mobile,6,395,No,3,Monday,7,46
9648.81,Deposit,Mobile,17,734,No,9,Sunday,3,11
6206.06,Online Payment,POS Terminal,18,640,Yes,23,Thursday,5,19
9200.44,Transfer,Web,2,710,Yes,6,Thursday,23,36
9676.04,Withdrawal,POS Terminal,2,841,Yes,30,Thursday,2,42
6305.41,Withdrawal,Mobile,16,470,Yes,12,Wednesday,12,6
3995.75,Online Payment,Web,10,737,Yes,11,Tuesday,21,47
6887.73,Withdrawal,Web,2,589,Yes,8,Wednesday,15,47
5596.11,Deposit,POS Terminal,8,405,No,15,Wednesday,6,10
3744.2,Withdrawal,Mobile,4,712,No,14,Friday,19,55
2697.24,Deposit,POS Terminal,2,822,No,16,Thursday,20,1
8642.18,Online Payment,ATM,13,681,Yes,3,Monday,2,29
4239.18,Online Payment,POS Terminal,12,695,Yes,26,Sunday,13,14
1417.51,Transfer,Mobile,16,836,No,2,Thursday,5,11
8039.23,Transfer,ATM,4,462,No,15,Saturday,16,40
5546.55,Transfer,Mobile,1,813,No,27,Monday,11,20
4981.0,Deposit,ATM,15,583,No,8,Saturday,7,56
7833.43,Deposit,ATM,4,552,Yes,2,Sunday,23,25
7166.46,Withdrawal,Mobile,9,830,No,11,Saturday,5,22
8595.39,Deposit,Web,14,479,No,12,Wednesday,15,4
534.22,Withdrawal,POS Terminal,17,569,Yes,11,Saturday,18,50
5504.29,Withdrawal,ATM,5,382,Yes,1,Wednesday,7,48
899.45,Withdrawal,Web,3,591,Yes,12,Wednesday,2,50
9212.87,Transfer,ATM,6,438,No,30,Thursday,21,7
727.08,Transfer,Web,1,835,No,13,Monday,6,12
9403.79,Withdrawal,ATM,19,696,Yes,20,Monday,23,58
8935.38,Online Payment,Mobile,17,386,Yes,27,Monday,2,40
8291.34,Online Payment,Web,17,397,Yes,29,Wednesday,7,19
5400.53,Deposit,ATM,7,637,Yes,10,Monday,12,8
4024.68,Online Payment,Mobile,7,542,No,2,Sunday,0,6
3414.93,Transfer,Web,11,315,Yes,13,Thursday,22,11
5934.73,Withdrawal,POS Terminal,20,621,No,6,Thursday,0,55
6375.26,Online Payment,Web,13,756,No,9,Sunday,0,8
3586.54,Online Payment,Mobile,13,607,No,2,Sunday,13,44
7790.78,Online Payment,POS Terminal,20,471,Yes,6,Monday,12,5
7580.24,Withdrawal,ATM,14,611,No,9,Sunday,3,2
1170.0,Deposit,Web,18,574,No,6,Thursday,23,16
7650.23,Online Payment,POS Terminal,8,497,Yes,17,Friday,6,13
3953.6,Transfer,Web,8,343,Yes,12,Wednesday,12,44
747.84,Withdrawal,Mobile,10,745,No,29,Wednesday,11,26
8920.61,Online Payment,Web,2,388,No,6,Thursday,1,37
